step,firm_id,firm_type,optimal_labor,optimal_capital,optimal_price,optimal_production,actual_labor,actual_capital,actual_price,Inventory
41,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
41,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
41,21,Firm1,0,20,0.01,0,0,20,0.01,20
42,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
42,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
42,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
42,20,Firm1,0,20,0.01,0,0,20,0.01,20
42,21,Firm1,0,20,0.01,0,0,20,0.01,20
42,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
42,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
43,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
43,21,Firm1,0,20,0.01,0,0,20,0.01,20
43,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
43,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
43,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
43,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
43,20,Firm1,0,20,0.01,0,0,20,0.01,20
44,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
44,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
44,21,Firm1,0,20,0.01,0,0,20,0.01,20
44,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
44,20,Firm1,0,20,0.01,0,0,20,0.01,20
44,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
44,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
45,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
45,20,Firm1,0,20,0.01,0,0,20,0.01,20
45,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
45,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
45,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
45,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
45,21,Firm1,0,20,0.01,0,0,20,0.01,20
46,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
46,21,Firm1,0,20,0.01,0,0,20,0.01,20
46,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
46,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
46,20,Firm1,0,20,0.01,0,0,20,0.01,20
46,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
46,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
47,21,Firm1,0,20,0.01,0,0,20,0.01,20
47,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
47,20,Firm1,0,20,0.01,0,0,20,0.01,20
47,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
47,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
47,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
47,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
48,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
48,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
48,20,Firm1,0,20,0.01,0,0,20,0.01,20
48,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
48,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
48,21,Firm1,0,20,0.01,0,0,20,0.01,20
48,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
49,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
49,21,Firm1,0,20,0.01,0,0,20,0.01,20
49,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
49,20,Firm1,0,20,0.01,0,0,20,0.01,20
49,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
49,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
49,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
50,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
50,21,Firm1,0,20,0.01,0,0,20,0.01,20
50,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
50,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
50,20,Firm1,0,20,0.01,0,0,20,0.01,20
50,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
50,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
51,20,Firm1,0,20,0.01,0,0,20,0.01,20
51,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
51,21,Firm1,0,20,0.01,0,0,20,0.01,20
51,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
51,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
51,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
51,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
52,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
52,20,Firm1,0,20,0.01,0,0,20,0.01,20
52,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
52,21,Firm1,0,20,0.01,0,0,20,0.01,20
52,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
52,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
52,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
53,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
53,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
53,21,Firm1,0,20,0.01,0,0,20,0.01,20
53,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
53,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
53,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
53,20,Firm1,0,20,0.01,0,0,20,0.01,20
54,21,Firm1,0,20,0.01,0,0,20,0.01,20
54,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
54,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
54,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
54,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
54,20,Firm1,0,20,0.01,0,0,20,0.01,20
54,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
55,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
55,20,Firm1,0,20,0.01,0,0,20,0.01,20
55,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
55,21,Firm1,0,20,0.01,0,0,20,0.01,20
55,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
55,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
55,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
56,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
56,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
56,20,Firm1,0,20,0.01,0,0,20,0.01,20
56,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
56,21,Firm1,0,20,0.01,0,0,20,0.01,20
56,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
56,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
57,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
57,20,Firm1,0,20,0.01,0,0,20,0.01,20
57,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
57,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
57,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
57,21,Firm1,0,20,0.01,0,0,20,0.01,20
57,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
58,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
58,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
58,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
58,21,Firm1,0,20,0.01,0,0,20,0.01,20
58,20,Firm1,0,20,0.01,0,0,20,0.01,20
58,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
58,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
59,21,Firm1,0,20,0.01,0,0,20,0.01,20
59,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
59,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
59,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
59,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
59,20,Firm1,0,20,0.01,0,0,20,0.01,20
59,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
60,21,Firm1,0,20,0.01,0,0,20,0.01,20
60,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
60,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
60,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
60,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
60,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
60,20,Firm1,0,20,0.01,0,0,20,0.01,20
61,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
61,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
61,21,Firm1,0,20,0.01,0,0,20,0.01,20
61,20,Firm1,0,20,0.01,0,0,20,0.01,20
61,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
61,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
61,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
62,20,Firm1,0,20,0.01,0,0,20,0.01,20
62,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
62,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
62,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
62,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
62,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
62,21,Firm1,0,20,0.01,0,0,20,0.01,20
63,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
63,21,Firm1,0,20,0.01,0,0,20,0.01,20
63,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
63,20,Firm1,0,20,0.01,0,0,20,0.01,20
63,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
63,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
63,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
64,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
64,20,Firm1,0,20,0.01,0,0,20,0.01,20
64,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
64,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
64,21,Firm1,0,20,0.01,0,0,20,0.01,20
64,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
64,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
65,21,Firm1,0,20,0.01,0,0,20,0.01,20
65,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
65,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
65,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
65,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
65,20,Firm1,0,20,0.01,0,0,20,0.01,20
65,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
66,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
66,21,Firm1,0,20,0.01,0,0,20,0.01,20
66,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
66,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
66,20,Firm1,0,20,0.01,0,0,20,0.01,20
66,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
66,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
67,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
67,21,Firm1,0,20,0.01,0,0,20,0.01,20
67,20,Firm1,0,20,0.01,0,0,20,0.01,20
67,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
67,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
67,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
67,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
68,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
68,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
68,21,Firm1,0,20,0.01,0,0,20,0.01,20
68,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
68,20,Firm1,0,20,0.01,0,0,20,0.01,20
68,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
68,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
69,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
69,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
69,20,Firm1,0,20,0.01,0,0,20,0.01,20
69,21,Firm1,0,20,0.01,0,0,20,0.01,20
69,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
69,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
69,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
70,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
70,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
70,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
70,21,Firm1,0,20,0.01,0,0,20,0.01,20
70,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
70,20,Firm1,0,20,0.01,0,0,20,0.01,20
70,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
71,20,Firm1,0,20,0.01,0,0,20,0.01,20
71,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
71,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
71,21,Firm1,0,20,0.01,0,0,20,0.01,20
71,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
71,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
71,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
72,20,Firm1,0,20,0.01,0,0,20,0.01,20
72,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
72,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
72,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
72,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
72,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
72,21,Firm1,0,20,0.01,0,0,20,0.01,20
73,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
73,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
73,20,Firm1,0,20,0.01,0,0,20,0.01,20
73,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
73,21,Firm1,0,20,0.01,0,0,20,0.01,20
73,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
73,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
74,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
74,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
74,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
74,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
74,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
74,20,Firm1,0,20,0.01,0,0,20,0.01,20
74,21,Firm1,0,20,0.01,0,0,20,0.01,20
75,21,Firm1,0,20,0.01,0,0,20,0.01,20
75,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
75,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
75,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
75,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
75,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
75,20,Firm1,0,20,0.01,0,0,20,0.01,20
76,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
76,20,Firm1,0,20,0.01,0,0,20,0.01,20
76,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
76,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
76,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
76,21,Firm1,0,20,0.01,0,0,20,0.01,20
76,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
77,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
77,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
77,21,Firm1,0,20,0.01,0,0,20,0.01,20
77,20,Firm1,0,20,0.01,0,0,20,0.01,20
77,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
77,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
77,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
78,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
78,21,Firm1,0,20,0.01,0,0,20,0.01,20
78,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
78,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
78,20,Firm1,0,20,0.01,0,0,20,0.01,20
78,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
78,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
79,20,Firm1,0,20,0.01,0,0,20,0.01,20
79,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
79,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
79,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
79,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
79,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
79,21,Firm1,0,20,0.01,0,0,20,0.01,20
80,21,Firm1,0,20,0.01,0,0,20,0.01,20
80,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
80,20,Firm1,0,20,0.01,0,0,20,0.01,20
80,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
80,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
80,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
80,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
81,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
81,20,Firm1,0,20,0.01,0,0,20,0.01,20
81,21,Firm1,0,20,0.01,0,0,20,0.01,20
81,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
81,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
81,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
81,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
82,20,Firm1,0,20,0.01,0,0,20,0.01,20
82,21,Firm1,0,20,0.01,0,0,20,0.01,20
82,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
82,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
82,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
82,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
82,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
83,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
83,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
83,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
83,21,Firm1,0,20,0.01,0,0,20,0.01,20
83,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
83,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
83,20,Firm1,0,20,0.01,0,0,20,0.01,20
84,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
84,20,Firm1,0,20,0.01,0,0,20,0.01,20
84,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
84,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
84,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
84,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
84,21,Firm1,0,20,0.01,0,0,20,0.01,20
85,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
85,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
85,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
85,21,Firm1,0,20,0.01,0,0,20,0.01,20
85,20,Firm1,0,20,0.01,0,0,20,0.01,20
85,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
85,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
86,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
86,21,Firm1,0,20,0.01,0,0,20,0.01,20
86,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
86,20,Firm1,0,20,0.01,0,0,20,0.01,20
86,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
86,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
86,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
87,20,Firm1,0,20,0.01,0,0,20,0.01,20
87,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
87,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
87,21,Firm1,0,20,0.01,0,0,20,0.01,20
87,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
87,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
87,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
88,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
88,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
88,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
88,21,Firm1,0,20,0.01,0,0,20,0.01,20
88,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
88,20,Firm1,0,20,0.01,0,0,20,0.01,20
88,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
89,20,Firm1,0,20,0.01,0,0,20,0.01,20
89,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
89,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
89,21,Firm1,0,20,0.01,0,0,20,0.01,20
89,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
89,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
89,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
90,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
90,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
90,21,Firm1,0,20,0.01,0,0,20,0.01,20
90,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
90,20,Firm1,0,20,0.01,0,0,20,0.01,20
90,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
90,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
91,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
91,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
91,21,Firm1,0,20,0.01,0,0,20,0.01,20
91,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
91,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
91,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
91,20,Firm1,0,20,0.01,0,0,20,0.01,20
92,21,Firm1,0,20,0.01,0,0,20,0.01,20
92,20,Firm1,0,20,0.01,0,0,20,0.01,20
92,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
92,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
92,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
92,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
92,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
93,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
93,21,Firm1,0,20,0.01,0,0,20,0.01,20
93,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
93,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
93,20,Firm1,0,20,0.01,0,0,20,0.01,20
93,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
93,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
94,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
94,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
94,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
94,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
94,20,Firm1,0,20,0.01,0,0,20,0.01,20
94,21,Firm1,0,20,0.01,0,0,20,0.01,20
94,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
95,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
95,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
95,20,Firm1,0,20,0.01,0,0,20,0.01,20
95,21,Firm1,0,20,0.01,0,0,20,0.01,20
95,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
95,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
95,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
96,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
96,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
96,21,Firm1,0,20,0.01,0,0,20,0.01,20
96,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
96,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
96,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
96,20,Firm1,0,20,0.01,0,0,20,0.01,20
97,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
97,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
97,20,Firm1,0,20,0.01,0,0,20,0.01,20
97,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
97,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
97,21,Firm1,0,20,0.01,0,0,20,0.01,20
97,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
98,20,Firm1,0,20,0.01,0,0,20,0.01,20
98,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
98,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
98,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
98,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
98,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
98,21,Firm1,0,20,0.01,0,0,20,0.01,20
99,21,Firm1,0,20,0.01,0,0,20,0.01,20
99,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
99,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
99,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
99,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
99,20,Firm1,0,20,0.01,0,0,20,0.01,20
99,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
100,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
100,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
100,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
100,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
100,20,Firm1,0,20,0.01,0,0,20,0.01,20
100,21,Firm1,0,20,0.01,0,0,20,0.01,20
100,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
